ApartmentId,OldStatus,NewStatus,CreatedAt
607,LEAD,WARM_LEAD,2024-02-01 20:29:30.78+00
617,LEAD,WARM_LEAD,2024-02-01 20:58:36.622+00
595,LEAD,WARM_LEAD,2024-02-01 21:56:28.829+00
603,LEAD,WARM_LEAD,2024-02-02 14:04:46.194+00
621,LEAD,WARM_LEAD,2024-02-02 14:30:10.188+00
618,LEAD,WARM_LEAD,2024-02-02 15:06:54.991+00
628,LEAD,WARM_LEAD,2024-02-05 15:19:44.782+00
625,LEAD,WARM_LEAD,2024-02-05 17:19:13.919+00
627,LEAD,WARM_LEAD,2024-02-05 17:52:45.03+00
622,LEAD,WARM_LEAD,2024-02-06 00:02:56.23+00
574,COLD_LEAD,WARM_LEAD,2024-02-06 08:44:42.957+00
576,COLD_LEAD,WARM_LEAD,2024-02-06 09:26:51.785+00
515,RECURRING_SUBSCRIPTION,FROZEN,2024-02-06 17:43:31.346+00
579,LEAD,COLD_LEAD,2024-02-06 17:44:31.178+00
464,LEAD,COLD_LEAD,2024-02-06 17:44:45.82+00
541,LEAD,COLD_LEAD,2024-02-06 17:44:56.857+00
542,LEAD,COLD_LEAD,2024-02-06 17:45:05.632+00
564,LEAD,COLD_LEAD,2024-02-06 17:45:32.134+00
301,LEAD,COLD_LEAD,2024-02-06 17:45:50.794+00
631,LEAD,WARM_LEAD,2024-02-07 11:37:10.907+00
633,LEAD,WARM_LEAD,2024-02-08 15:02:45.746+00
626,LEAD,WARM_LEAD,2024-02-08 17:33:15.634+00
634,LEAD,WARM_LEAD,2024-02-08 23:02:27.33+00
356,RECURRING_SUBSCRIPTION,CHURN,2024-02-09 19:57:15.315+00
606,LEAD,WARM_LEAD,2024-02-12 17:59:06.775+00
523,COLD_LEAD,WARM_LEAD,2024-02-14 19:26:18.493+00
635,LEAD,WARM_LEAD,2024-02-15 16:44:47.926+00
648,LEAD,WARM_LEAD,2024-02-15 17:12:54.786+00
593,LEAD,WARM_LEAD,2024-02-15 17:32:36.456+00
651,LEAD,WARM_LEAD,2024-02-15 18:06:13.675+00
645,LEAD,WARM_LEAD,2024-02-15 18:37:02.175+00
657,LEAD,WARM_LEAD,2024-02-20 15:01:53.536+00
629,LEAD,COLD_LEAD,2024-02-20 15:08:35.337+00
426,LEAD,COLD_LEAD,2024-02-20 15:08:55.025+00
641,LEAD,WARM_LEAD,2024-02-20 15:31:47.678+00
664,LEAD,WARM_LEAD,2024-02-20 16:02:42.842+00
685,LEAD,WARM_LEAD,2024-02-20 16:23:08.151+00
668,LEAD,WARM_LEAD,2024-02-20 17:02:45.84+00
268,COLD_LEAD,WARM_LEAD,2024-02-20 22:43:14.171+00
619,LEAD,COLD_LEAD,2024-02-21 00:04:57.325+00
632,LEAD,COLD_LEAD,2024-02-21 00:05:11.641+00
688,LEAD,WARM_LEAD,2024-02-21 21:01:09.862+00
300,RECURRING_SUBSCRIPTION,CHURN,2024-02-21 21:17:38.954+00
694,LEAD,WARM_LEAD,2024-02-22 20:33:00.204+00
596,LEAD,WARM_LEAD,2024-02-22 21:00:35.601+00
697,LEAD,WARM_LEAD,2024-02-22 21:17:25.569+00
711,LEAD,WARM_LEAD,2024-02-22 22:36:04.42+00
696,LEAD,WARM_LEAD,2024-02-23 20:19:53.835+00
695,LEAD,WARM_LEAD,2024-02-23 20:57:12.53+00
319,RECURRING_SUBSCRIPTION,CHURN,2024-02-25 15:27:41.869+00
690,COLD_LEAD,WARM_LEAD,2024-02-26 13:48:36.26+00
703,LEAD,WARM_LEAD,2024-02-26 20:55:04.556+00
717,LEAD,WARM_LEAD,2024-02-26 21:32:36.261+00
658,LEAD,COLD_LEAD,2024-02-26 23:27:56.135+00
724,LEAD,WARM_LEAD,2024-02-28 15:33:49.347+00
722,LEAD,WARM_LEAD,2024-02-28 20:31:59.713+00
726,LEAD,WARM_LEAD,2024-02-28 22:50:11.51+00
727,LEAD,WARM_LEAD,2024-02-29 15:33:39.039+00
723,LEAD,WARM_LEAD,2024-03-01 18:02:28.712+00
699,LEAD,WARM_LEAD,2024-03-01 18:08:16.106+00
720,LEAD,WARM_LEAD,2024-03-01 20:29:48.82+00
710,LEAD,WARM_LEAD,2024-03-01 20:39:14.67+00
670,LEAD,WARM_LEAD,2024-03-04 23:29:59.803+00
733,LEAD,WARM_LEAD,2024-03-05 07:53:37.921+00
677,LEAD,WARM_LEAD,2024-03-05 15:33:49.244+00
707,LEAD,WARM_LEAD,2024-03-06 16:16:54.928+00
734,LEAD,WARM_LEAD,2024-03-07 08:15:14.624+00
732,LEAD,WARM_LEAD,2024-03-07 17:36:33.414+00
590,RECURRING_SUBSCRIPTION,CHURN,2024-03-07 18:44:41.256+00
737,LEAD,WARM_LEAD,2024-03-08 16:35:18.409+00
735,LEAD,WARM_LEAD,2024-03-08 20:21:48.25+00
721,LEAD,WARM_LEAD,2024-03-09 17:33:36.017+00
747,LEAD,WARM_LEAD,2024-03-10 14:21:27.551+00
738,LEAD,WARM_LEAD,2024-03-11 21:17:37.785+00
752,LEAD,WARM_LEAD,2024-03-12 00:14:03.085+00
750,LEAD,WARM_LEAD,2024-03-12 16:03:26.611+00
591,RECURRING_SUBSCRIPTION,CHURN,2024-03-12 16:12:50.384+00
438,RECURRING_SUBSCRIPTION,CHURN,2024-03-12 16:13:38.015+00
745,LEAD,WARM_LEAD,2024-03-12 18:33:12.713+00
746,LEAD,WARM_LEAD,2024-03-13 11:58:48.469+00
751,LEAD,WARM_LEAD,2024-03-13 13:38:44.008+00
753,LEAD,WARM_LEAD,2024-03-13 16:32:08.594+00
755,LEAD,WARM_LEAD,2024-03-13 17:00:09.018+00
472,RECURRING_SUBSCRIPTION,CHURN,2024-03-13 17:14:42.51+00
756,LEAD,WARM_LEAD,2024-03-13 18:04:44.259+00
754,LEAD,WARM_LEAD,2024-03-13 20:30:15.512+00
775,LEAD,WARM_LEAD,2024-03-13 21:29:08.471+00
776,LEAD,WARM_LEAD,2024-03-14 14:04:01.572+00
758,LEAD,WARM_LEAD,2024-03-14 14:32:26.881+00
770,LEAD,WARM_LEAD,2024-03-14 15:00:23.263+00
779,LEAD,WARM_LEAD,2024-03-14 19:01:09.762+00
769,LEAD,WARM_LEAD,2024-03-14 20:01:36.825+00
594,LEAD,WARM_LEAD,2024-03-14 20:24:17.945+00
514,RECURRING_SUBSCRIPTION,FROZEN,2024-03-14 20:50:32.151+00
782,LEAD,WARM_LEAD,2024-03-15 15:33:02.318+00
781,LEAD,WARM_LEAD,2024-03-15 17:13:30.107+00
768,LEAD,WARM_LEAD,2024-03-18 16:04:59.286+00
293,FROZEN,CHURN,2024-03-19 18:13:40.917+00
457,RECURRING_SUBSCRIPTION,CHURN,2024-03-19 18:26:08.838+00
305,RECURRING_SUBSCRIPTION,CHURN,2024-03-19 18:54:37.36+00
176,RECURRING_SUBSCRIPTION,CHURN,2024-03-19 18:54:56.482+00
596,RECURRING_SUBSCRIPTION,CHURN,2024-03-20 21:17:02.654+00
797,LEAD,WARM_LEAD,2024-03-24 18:21:45.817+00
805,LEAD,WARM_LEAD,2024-03-25 12:25:18.02+00
665,COLD_LEAD,WARM_LEAD,2024-03-25 17:42:25.587+00
787,LEAD,WARM_LEAD,2024-03-25 17:56:59.604+00
795,LEAD,WARM_LEAD,2024-03-25 17:58:49.463+00
178,COLD_LEAD,WARM_LEAD,2024-03-26 11:53:15.088+00
806,LEAD,WARM_LEAD,2024-03-26 14:01:53.526+00
820,LEAD,WARM_LEAD,2024-03-26 14:38:02.802+00
620,LEAD,COLD_LEAD,2024-03-26 15:47:45.131+00
478,RECURRING_SUBSCRIPTION,FROZEN,2024-03-26 18:02:43.255+00
524,RECURRING_SUBSCRIPTION,CHURN,2024-03-26 18:31:02.729+00
793,LEAD,WARM_LEAD,2024-03-26 18:50:17.255+00
849,LEAD,WARM_LEAD,2024-03-27 10:08:19.801+00
836,LEAD,WARM_LEAD,2024-03-27 13:37:19.273+00
9,COLD_LEAD,TRIAL,2024-03-27 17:12:00.145+00
9,TRIAL,TRIAL,2024-03-27 17:12:07.478+00
821,LEAD,WARM_LEAD,2024-03-27 23:28:40.706+00
488,RECURRING_SUBSCRIPTION,CHURN,2024-03-28 17:01:49.597+00
869,LEAD,WARM_LEAD,2024-03-29 13:53:43.897+00
841,LEAD,WARM_LEAD,2024-03-29 14:47:40.108+00
792,LEAD,WARM_LEAD,2024-03-29 15:44:11.149+00
484,RECURRING_SUBSCRIPTION,FROZEN,2024-03-29 16:04:48.521+00
874,LEAD,WARM_LEAD,2024-03-29 16:29:23.743+00
859,LEAD,TRIAL,2024-03-30 08:19:05.668+00
796,LEAD,WARM_LEAD,2024-04-01 08:57:28.687+00
342,ON_DEMAND_SUBSCRIPTION,CHURN,2024-04-01 13:49:23.786+00
882,LEAD,WARM_LEAD,2024-04-01 13:53:15.21+00
310,RECURRING_SUBSCRIPTION,CHURN,2024-04-01 15:52:09.476+00
857,LEAD,WARM_LEAD,2024-04-01 16:01:36.195+00
870,LEAD,WARM_LEAD,2024-04-01 17:01:09.684+00
213,RECURRING_SUBSCRIPTION,CHURN,2024-04-01 17:09:11.876+00
892,LEAD,WARM_LEAD,2024-04-02 15:56:25.799+00
902,LEAD,TRIAL,2024-04-03 11:06:02.168+00
902,TRIAL,TRIAL,2024-04-03 11:06:02.818+00
901,LEAD,WARM_LEAD,2024-04-03 13:54:46.978+00
815,LEAD,WARM_LEAD,2024-04-03 15:33:46.631+00
900,LEAD,WARM_LEAD,2024-04-03 16:45:26.833+00
847,LEAD,WARM_LEAD,2024-04-03 18:20:57.721+00
910,LEAD,TRIAL,2024-04-04 14:20:33.929+00
908,LEAD,WARM_LEAD,2024-04-04 15:35:31.717+00
921,LEAD,TRIAL,2024-04-06 18:12:13.412+00
883,LEAD,WARM_LEAD,2024-04-07 10:17:24.46+00
924,LEAD,WARM_LEAD,2024-04-07 14:16:59.103+00
925,LEAD,WARM_LEAD,2024-04-07 15:07:58.167+00
926,LEAD,WARM_LEAD,2024-04-07 15:08:26.606+00
928,LEAD,WARM_LEAD,2024-04-07 15:34:56.094+00
930,LEAD,TRIAL,2024-04-07 17:29:52.318+00
819,LEAD,WARM_LEAD,2024-04-08 15:04:53.828+00
830,LEAD,WARM_LEAD,2024-04-08 16:03:23.259+00
749,LEAD,WARM_LEAD,2024-04-08 17:11:03.171+00
904,LEAD,WARM_LEAD,2024-04-09 13:02:05.62+00
942,LEAD,WARM_LEAD,2024-04-09 14:05:03.082+00
940,LEAD,TRIAL,2024-04-09 16:00:16.623+00
484,FROZEN,CHURN,2024-04-09 17:11:19.463+00
967,LEAD,WARM_LEAD,2024-04-10 14:01:15.273+00
966,LEAD,TRIAL,2024-04-10 14:31:51.485+00
142,LEAD,COLD_LEAD,2024-04-10 15:07:12.635+00
182,LEAD,COLD_LEAD,2024-04-10 15:07:32.096+00
269,LEAD,COLD_LEAD,2024-04-10 15:07:53.064+00
291,LEAD,COLD_LEAD,2024-04-10 15:08:09.08+00
296,LEAD,COLD_LEAD,2024-04-10 15:08:33.177+00
518,RECURRING_SUBSCRIPTION,FROZEN,2024-04-10 15:08:57.962+00
923,LEAD,WARM_LEAD,2024-04-10 17:11:58.628+00
937,LEAD,WARM_LEAD,2024-04-10 22:16:46.15+00
374,COLD_LEAD,WARM_LEAD,2024-04-11 08:41:30.527+00
982,LEAD,WARM_LEAD,2024-04-11 21:07:01.234+00
981,LEAD,WARM_LEAD,2024-04-12 07:48:02.91+00
790,LEAD,WARM_LEAD,2024-04-12 16:22:05.187+00
1007,COLD_LEAD,WARM_LEAD,2024-04-15 08:11:18.746+00
958,COLD_LEAD,WARM_LEAD,2024-04-15 08:52:51.284+00
1011,LEAD,TRIAL,2024-04-15 11:03:50.48+00
1011,LEAD,TRIAL,2024-04-15 11:03:50.504+00
1011,TRIAL,TRIAL,2024-04-15 11:04:01.234+00
1011,TRIAL,TRIAL,2024-04-15 11:04:09.087+00
1011,TRIAL,TRIAL,2024-04-15 11:04:09.37+00
1011,TRIAL,TRIAL,2024-04-15 11:04:22.543+00
1011,TRIAL,TRIAL,2024-04-15 11:04:23.194+00
1000,LEAD,WARM_LEAD,2024-04-15 15:00:58.684+00
1003,LEAD,WARM_LEAD,2024-04-15 15:36:29.444+00
953,LEAD,WARM_LEAD,2024-04-15 17:08:45.212+00
1016,LEAD,WARM_LEAD,2024-04-15 21:04:30.263+00
1019,LEAD,WARM_LEAD,2024-04-16 11:25:29.181+00
1012,LEAD,WARM_LEAD,2024-04-16 14:30:23.908+00
822,LEAD,WARM_LEAD,2024-04-16 17:10:34.697+00
1018,LEAD,WARM_LEAD,2024-04-16 18:32:56.49+00
358,RECURRING_SUBSCRIPTION,CHURN,2024-04-16 20:41:53.868+00
1002,LEAD,WARM_LEAD,2024-04-16 21:52:39.014+00
1017,LEAD,WARM_LEAD,2024-04-16 22:31:06.825+00
984,LEAD,WARM_LEAD,2024-04-16 23:03:26.642+00
1021,LEAD,WARM_LEAD,2024-04-17 17:02:54.692+00
1023,LEAD,WARM_LEAD,2024-04-18 11:02:00.924+00
1038,LEAD,WARM_LEAD,2024-04-22 14:02:52.494+00
919,LEAD,WARM_LEAD,2024-04-22 15:31:18.631+00
994,LEAD,WARM_LEAD,2024-04-22 15:44:39.614+00
1044,LEAD,WARM_LEAD,2024-04-22 16:21:02.196+00
748,LEAD,WARM_LEAD,2024-04-22 21:13:16.531+00
1042,LEAD,WARM_LEAD,2024-04-22 23:31:32.706+00
832,LEAD,WARM_LEAD,2024-04-23 14:32:53.297+00
828,LEAD,WARM_LEAD,2024-04-23 17:06:48.738+00
772,LEAD,WARM_LEAD,2024-04-23 18:01:29.782+00
1045,LEAD,WARM_LEAD,2024-04-23 23:00:22.881+00
1053,LEAD,TRIAL,2024-04-25 00:15:57.328+00
1052,LEAD,WARM_LEAD,2024-04-25 15:35:35.689+00
1046,LEAD,TRIAL,2024-04-25 19:00:58.612+00
936,LEAD,WARM_LEAD,2024-04-25 19:12:38.637+00
588,LEAD,COLD_LEAD,2024-04-26 15:47:05.55+00
543,LEAD,COLD_LEAD,2024-04-26 15:47:23.275+00
845,LEAD,COLD_LEAD,2024-04-26 17:30:03.482+00
840,LEAD,COLD_LEAD,2024-04-26 17:30:17.691+00
1040,LEAD,WARM_LEAD,2024-04-28 10:06:20.862+00
1059,LEAD,WARM_LEAD,2024-04-29 13:48:56.845+00
1005,LEAD,WARM_LEAD,2024-04-29 17:49:57.679+00
999,LEAD,WARM_LEAD,2024-04-29 19:26:17.835+00
389,RECURRING_SUBSCRIPTION,CHURN,2024-04-29 20:12:17.617+00
917,LEAD,WARM_LEAD,2024-04-29 20:31:39.284+00
1078,LEAD,TRIAL,2024-04-29 20:37:15.962+00
1087,LEAD,TRIAL,2024-04-29 21:23:21.159+00
1100,LEAD,WARM_LEAD,2024-04-30 14:33:55.446+00
1020,LEAD,WARM_LEAD,2024-04-30 15:05:18.073+00
911,LEAD,WARM_LEAD,2024-04-30 15:32:37.796+00
1070,LEAD,WARM_LEAD,2024-04-30 16:01:30.309+00
1098,LEAD,WARM_LEAD,2024-04-30 16:39:24.548+00
1094,LEAD,WARM_LEAD,2024-04-30 17:31:59.362+00
1071,LEAD,WARM_LEAD,2024-04-30 18:02:25.756+00
1011,COLD_LEAD,TRIAL,2024-05-01 11:40:10.191+00
1011,TRIAL,TRIAL,2024-05-01 11:40:10.754+00
1011,TRIAL,TRIAL,2024-05-01 11:40:27.589+00
1011,TRIAL,TRIAL,2024-05-01 11:40:28.246+00
1011,TRIAL,TRIAL,2024-05-01 11:40:43.249+00
1011,TRIAL,TRIAL,2024-05-01 11:40:43.733+00
1084,LEAD,WARM_LEAD,2024-05-01 20:47:29.359+00
1145,LEAD,TRIAL,2024-05-02 12:34:44.418+00
911,RECURRING_SUBSCRIPTION,TRIAL,2024-05-02 16:20:45.168+00
494,WARM_LEAD,TRIAL,2024-05-02 17:33:13.105+00
1151,LEAD,WARM_LEAD,2024-05-02 18:22:57.114+00
1068,LEAD,WARM_LEAD,2024-05-02 20:18:11.121+00
1068,RECURRING_SUBSCRIPTION,TRIAL,2024-05-02 20:19:48.708+00
1141,LEAD,WARM_LEAD,2024-05-03 16:07:15.888+00
1148,LEAD,WARM_LEAD,2024-05-03 17:01:34.871+00
1148,RECURRING_SUBSCRIPTION,TRIAL,2024-05-03 19:04:28.547+00
782,ON_DEMAND_SUBSCRIPTION,TRIAL,2024-05-03 19:19:17.035+00
1169,LEAD,TRIAL,2024-05-06 00:37:50.344+00
913,LEAD,WARM_LEAD,2024-05-06 13:48:50.451+00
913,WARM_LEAD,TRIAL,2024-05-06 13:49:29.798+00
1133,LEAD,WARM_LEAD,2024-05-06 14:12:51.025+00
1160,LEAD,WARM_LEAD,2024-05-06 16:07:42.191+00
1111,LEAD,WARM_LEAD,2024-05-06 18:17:18.793+00
1111,WARM_LEAD,TRIAL,2024-05-06 18:17:59.926+00
949,LEAD,COLD_LEAD,2024-05-06 18:21:27.371+00
744,LEAD,COLD_LEAD,2024-05-06 18:46:20.636+00
347,RECURRING_SUBSCRIPTION,CHURN,2024-05-06 19:17:10.315+00
1162,LEAD,WARM_LEAD,2024-05-06 19:58:59.962+00
1166,LEAD,WARM_LEAD,2024-05-06 20:30:26.232+00
984,RECURRING_SUBSCRIPTION,TRIAL,2024-05-06 22:13:48.848+00
954,LEAD,WARM_LEAD,2024-05-06 23:18:59.218+00
587,LEAD,COLD_LEAD,2024-05-07 13:55:02.917+00
791,LEAD,COLD_LEAD,2024-05-07 13:57:39.017+00
583,LEAD,COLD_LEAD,2024-05-07 13:58:08.574+00
786,LEAD,COLD_LEAD,2024-05-07 13:58:27.18+00
608,LEAD,COLD_LEAD,2024-05-07 13:58:39.723+00
580,LEAD,COLD_LEAD,2024-05-07 13:58:56.271+00
708,LEAD,COLD_LEAD,2024-05-07 13:59:34.393+00
875,LEAD,COLD_LEAD,2024-05-07 14:01:27.729+00
609,LEAD,COLD_LEAD,2024-05-07 14:01:48.537+00
698,LEAD,COLD_LEAD,2024-05-07 14:02:09.922+00
623,LEAD,COLD_LEAD,2024-05-07 14:02:27.078+00
783,LEAD,COLD_LEAD,2024-05-07 14:02:40.659+00
817,LEAD,COLD_LEAD,2024-05-07 14:03:27.669+00
624,RECURRING_SUBSCRIPTION,TRIAL,2024-05-07 14:06:24.154+00
684,LEAD,COLD_LEAD,2024-05-07 14:06:42.19+00
739,LEAD,COLD_LEAD,2024-05-07 14:07:06.305+00
809,LEAD,COLD_LEAD,2024-05-07 14:07:30.833+00
725,LEAD,COLD_LEAD,2024-05-07 14:07:51.259+00
1176,LEAD,WARM_LEAD,2024-05-07 15:15:22.692+00
705,LEAD,WARM_LEAD,2024-05-07 20:32:48.452+00
1105,LEAD,TRIAL,2024-05-07 21:06:48.825+00
1184,LEAD,WARM_LEAD,2024-05-07 21:32:15.888+00
661,LEAD,COLD_LEAD,2024-05-08 01:40:22.578+00
709,LEAD,COLD_LEAD,2024-05-08 01:40:39.932+00
728,LEAD,COLD_LEAD,2024-05-08 01:41:02.433+00
780,LEAD,COLD_LEAD,2024-05-08 01:41:38.684+00
816,LEAD,COLD_LEAD,2024-05-08 01:41:58.035+00
798,LEAD,COLD_LEAD,2024-05-08 01:42:16.22+00
818,LEAD,COLD_LEAD,2024-05-08 01:42:30.691+00
826,LEAD,COLD_LEAD,2024-05-08 01:42:47.955+00
827,LEAD,COLD_LEAD,2024-05-08 01:43:00.677+00
824,LEAD,COLD_LEAD,2024-05-08 01:43:22.011+00
829,LEAD,COLD_LEAD,2024-05-08 01:43:34.227+00
831,LEAD,COLD_LEAD,2024-05-08 01:47:23.233+00
833,LEAD,COLD_LEAD,2024-05-08 01:47:38.644+00
834,LEAD,COLD_LEAD,2024-05-08 01:48:03.533+00
835,LEAD,COLD_LEAD,2024-05-08 01:48:21.465+00
835,COLD_LEAD,COLD_LEAD,2024-05-08 01:49:06.141+00
855,LEAD,COLD_LEAD,2024-05-08 01:49:24.558+00
846,LEAD,COLD_LEAD,2024-05-08 01:49:43.608+00
856,LEAD,COLD_LEAD,2024-05-08 01:49:57.344+00
863,LEAD,COLD_LEAD,2024-05-08 01:50:19.226+00
864,LEAD,COLD_LEAD,2024-05-08 01:50:33.763+00
866,LEAD,COLD_LEAD,2024-05-08 01:51:54.139+00
868,LEAD,COLD_LEAD,2024-05-08 01:52:15.607+00
873,LEAD,COLD_LEAD,2024-05-08 01:52:30.851+00
872,LEAD,COLD_LEAD,2024-05-08 01:53:03.554+00
871,LEAD,COLD_LEAD,2024-05-08 01:53:20.033+00
865,LEAD,COLD_LEAD,2024-05-08 01:53:33.948+00
961,LEAD,COLD_LEAD,2024-05-08 01:54:00.237+00
946,LEAD,COLD_LEAD,2024-05-08 01:55:18.446+00
931,LEAD,COLD_LEAD,2024-05-08 01:55:57.63+00
927,LEAD,COLD_LEAD,2024-05-08 01:56:33.331+00
889,LEAD,COLD_LEAD,2024-05-08 01:57:19.107+00
932,LEAD,COLD_LEAD,2024-05-08 01:58:10.65+00
912,LEAD,COLD_LEAD,2024-05-08 02:00:36.146+00
960,LEAD,COLD_LEAD,2024-05-08 02:01:15.685+00
938,LEAD,COLD_LEAD,2024-05-08 02:01:43.228+00
941,LEAD,COLD_LEAD,2024-05-08 02:02:21.179+00
