ApartmentId,Price,CreatedAt,weekly_hours
2385,123,2026-05-12 00:03:36.067+00,2.25
4407,26,2025-11-20 19:53:04.363+00,0.583333333333334
4735,101,2025-10-01 15:41:44.257+00,0.416666666666666
7528,123,2025-12-28 19:27:05.516+00,2.25
1734,202,2025-09-17 00:04:05.341+00,3.416666666666668
11756,3,2026-04-27 14:01:09.434+00,0.25
7318,123,2025-09-30 18:21:48.206+00,2.25
2070,14,2024-09-08 10:06:45.284+00,0.25
2101,0,2026-05-11 15:24:18.649+00,0.416666666666666
2070,14,2024-09-08 10:10:46.975+00,0.333333333333334
429,15,2024-09-19 17:22:35.564+00,0.586666666666666
2101,0,2026-05-11 15:24:18.649+00,0.416666666666666
9376,0,2026-03-05 03:07:39.69+00,0.416666666666664
429,15,2024-09-19 17:22:35.613+00,0.58666666666667
2101,0,2026-05-11 15:24:18.649+00,0.416666666666666
466,30,2024-03-07 19:47:12.921+00,0.92
2101,0,2026-05-11 15:24:18.649+00,0.416666666666666
3034,142,2025-02-10 22:45:08.859+00,2.333333333333332
1253,167,2024-05-28 14:05:39.189+00,3
2101,0,2026-05-11 15:24:18.649+00,0.416666666666666
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
2868,167,2025-01-02 17:10:11.307+00,3.000000000000000
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
445,0,2026-05-04 14:30:49.498+00,0.416666666666666
2920,109,2025-01-09 15:37:43.474+00,2.250000000000000
5474,31,2025-07-14 14:40:53.695+00,0.666666666666664
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
445,0,2026-05-04 14:30:49.498+00,0.416666666666664
6583,0,2026-04-08 14:33:07.681+00,0.416666666666666
7267,115,2026-05-26 14:39:41.362+00,2.145833333333334
5262,123,2026-04-03 18:56:09.651+00,2.25
2235,123,2024-09-27 19:32:41.804+00,2.250000000000004
11823,3,2026-05-04 09:04:38.271+00,0.25
10639,123,2026-03-02 21:30:36.104+00,2.25
7267,115,2026-05-26 14:39:41.403+00,2.145833333333334
8162,143,2026-03-03 15:07:55.01+00,2.583333333333334
8610,24,2025-10-08 11:41:54.265+00,0.604166666666666
9661,28,2025-12-23 13:52:16.23+00,0.666666666666666
11925,90,2026-05-13 22:41:54.361+00,1.6875
1184,51,2025-09-30 12:10:34.157+00,1
8610,24,2025-10-08 11:41:54.265+00,0.604166666666666
8610,24,2025-10-08 11:41:54.265+00,0.604166666666666
2019,135,2024-08-29 11:04:43.549+00,2.083333333333334
9196,171,2026-01-06 14:39:39.299+00,3.00
7253,15,2025-09-21 12:15:39.094+00,0.416666666666666
8506,48,2025-09-30 13:00:42.563+00,1.00
8506,48,2025-09-30 13:00:42.563+00,1.00
8506,48,2025-09-30 13:00:42.563+00,1.00
8506,48,2025-09-30 13:00:42.563+00,1.00
8611,24,2025-10-08 12:19:54.019+00,0.604166666666666
1885,48,2025-11-26 17:15:00.771+00,1.00
7527,123,2026-05-15 17:03:09.904+00,2.25
2057,0,2026-05-11 15:26:10.854+00,0.416666666666666
2343,123,2026-03-20 13:39:27.62+00,2.25
8057,41,2026-05-18 16:03:11.363+00,0.75
1111,31,2024-10-29 19:27:25.283+00,0.666666666666668
8057,41,2026-05-18 16:03:11.363+00,0.75
10534,123,2026-02-10 01:13:25.947+00,2.25
9725,129,2026-01-02 19:05:24.258+00,2.583333333333334
8266,181,2025-09-22 20:59:04.126+00,3
788,190,2025-10-29 18:01:16.144+00,3.416666666666666
8010,177,2025-09-22 08:41:03.19+00,3.083333333333332
8010,177,2025-09-22 08:41:03.206+00,3.083333333333332
8010,177,2025-09-22 08:41:03.219+00,3.083333333333332
8010,177,2025-09-22 08:41:03.233+00,3.083333333333334
3019,89,2026-03-18 16:33:23.27+00,1.666666666666668
2101,0,2026-05-11 15:24:18.649+00,0.416666660000001
5376,118,2025-04-28 17:17:52.098+00,2.25
9542,90,2026-02-10 18:40:07.247+00,1.6875
10396,176,2026-02-02 19:51:16.39+00,3.00
9901,118,2026-01-07 02:10:03.669+00,2.250000000000000
10396,176,2026-02-02 19:51:16.39+00,3
9988,123,2026-04-01 16:03:26.114+00,2.25
5502,2,2025-04-30 18:37:08.051+00,0.25
5502,2,2025-04-30 18:37:08.051+00,0.25
5502,2,2025-04-30 18:37:08.051+00,0.25
5502,2,2025-04-30 18:37:08.051+00,0.25
9988,123,2026-04-01 16:03:26.133+00,2.25
5502,14,2025-05-01 13:19:24.467+00,0.416666666666666
5502,14,2025-05-01 13:19:24.467+00,0.416666666666666
5502,14,2025-05-01 13:19:24.467+00,0.416666666666666
8010,177,2025-09-22 08:42:05.891+00,3.083333333333332
8814,133,2026-01-07 12:57:19.999+00,2.583333333333334
8010,177,2025-09-22 08:42:05.904+00,3.083333333333332
8010,177,2025-09-22 08:42:05.917+00,3.083333333333334
5502,68,2025-04-30 18:27:42.323+00,1.583333333333334
5502,14,2025-05-01 13:19:24.467+00,0.416666666666666
8814,133,2026-01-07 12:57:19.999+00,2.583333333333334
8814,133,2026-01-07 12:57:19.999+00,2.583333333333334
8814,133,2026-01-07 12:57:19.999+00,2.583333333333334
8010,177,2025-09-22 08:42:05.93+00,3.083333333333334
8443,113,2025-09-25 13:29:06.509+00,2.25
4186,123,2026-04-08 21:19:11.394+00,2.25
10499,46,2026-04-09 21:13:11.702+00,0.916666666666666
9969,97,2026-04-24 22:05:38.635+00,1.833333333333334
5706,41,2026-06-07 16:48:53.843+00,0.75
5706,41,2026-06-07 16:48:53.843+00,0.75
5706,41,2026-06-07 16:48:53.843+00,0.75
5706,41,2026-06-07 16:48:53.843+00,0.75
11889,123,2026-05-10 01:57:22.74+00,2.25
1686,115,2026-04-28 18:25:44.872+00,2.145833333333332
6599,48,2025-07-23 21:24:59.859+00,1.041666666666666
6738,15,2026-05-07 18:16:52.347+00,0.416666666666668
6738,15,2026-05-07 18:16:52.347+00,0.416666666666666
11336,181,2026-05-02 18:04:11.335+00,3
6738,15,2026-05-07 18:16:52.347+00,0.416666666666666
9987,123,2026-06-10 00:04:40.096+00,2.25
3019,89,2026-03-18 16:33:23.287+00,1.666666666666666
11982,58,2026-05-24 22:38:56.04+00,1.083333333333334
7121,123,2025-09-29 18:29:41.824+00,3.416666666666668
9859,112,2026-01-07 14:22:43.574+00,2.250000000000000
2178,13,2025-12-19 23:48:24.926+00,0.395833333333334
9859,112,2026-01-07 14:22:43.591+00,2.25
445,181,2026-03-02 21:43:41.205+00,3.000000000000000
9983,123,2026-01-28 12:45:37.761+00,2.25
10398,181,2026-02-10 18:26:45.207+00,3.00
6118,33,2025-05-28 12:38:30.664+00,0.916666666666666
6118,33,2025-05-28 12:38:30.675+00,0.916666666666666
6118,33,2025-05-28 12:38:30.686+00,0.916666666666666
6118,33,2025-05-28 12:38:30.697+00,0.916666666666666
10633,123,2026-06-05 13:00:17.744+00,2.25
9859,112,2026-01-07 14:22:43.624+00,2.25
10398,181,2026-02-10 18:26:45.226+00,3
10630,0,2026-02-18 10:35:44.805+00,0.833333333333334
9983,123,2026-01-28 12:45:37.761+00,2.25
9542,90,2026-02-10 18:40:07.264+00,1.6875
9879,147,2026-03-05 22:00:57.635+00,2.750000000000000
9879,147,2026-03-05 22:00:57.653+00,2.75
11907,0,2026-05-11 15:55:35.399+00,0.416666666666666
9213,123,2026-01-14 16:11:56.761+00,2.249999999999998
8057,156,2025-09-17 19:09:10.219+00,2.666666666666666
7508,58,2026-01-07 14:29:26.135+00,1.083333333333332
2178,13,2025-12-19 23:48:24.926+00,0.395833333333334
1100,23,2025-09-17 19:23:24.31+00,0.583333333333334
10202,179,2026-01-22 23:19:08.248+00,3
12014,123,2026-05-27 17:32:23.121+00,2.25
1100,15,2025-09-17 19:23:57.485+00,0.416666666666668
9970,121,2026-01-14 18:42:34.668+00,2.25
1100,15,2025-09-17 19:23:57.485+00,0.416666666666668
7606,181,2025-11-07 11:36:43.983+00,3.000000000000000
10205,115,2026-02-12 19:26:36.383+00,2.145833333333334
1799,123,2025-07-03 19:31:30.687+00,2.25
11907,0,2026-05-11 15:55:35.399+00,0.416666666666666
6327,106,2025-06-23 17:41:52.873+00,2
6327,93,2025-06-23 17:41:52.885+00,1.75
9730,123,2025-12-26 02:42:57.954+00,2.25
2633,1,2025-09-17 20:57:04.948+00,0.250000000000000
2633,8,2025-09-17 20:57:04.948+00,0.416666666666666
2633,8,2025-09-17 20:57:04.928+00,0.416666666666666
2382,123,2025-01-13 14:35:08.813+00,2.25
9683,90,2026-01-16 17:20:51.687+00,1.583333333333334
9955,0,2026-04-30 15:02:38.477+00,0.416666666666666
496,144,2026-02-03 14:03:38.101+00,2.833333333333334
10034,181,2026-01-17 05:52:55.761+00,3
2985,115,2025-03-06 17:26:49.11+00,2.145833333333334
2633,1,2025-09-17 20:57:04.948+00,0.25
10361,181,2026-01-30 15:31:38.561+00,3.00
11108,0,2026-04-30 16:56:17.334+00,0.416666666666666
6439,185,2025-07-08 07:39:49.925+00,3.25
314,96,2023-09-13 04:46:07.252+00,1.75666666666667
6439,171,2025-07-08 07:39:49.91+00,3
6439,171,2025-07-08 07:39:49.937+00,3.00
7832,46,2026-02-20 19:21:21.849+00,0.91666666666667
8563,171,2025-10-05 08:44:25.443+00,3.0
8563,171,2025-10-05 08:44:25.443+00,3.0
9955,0,2026-04-30 15:02:38.477+00,0.416666666666666
8565,171,2025-10-05 14:38:54.19+00,3.000000000000000
10113,123,2026-01-28 20:35:17.07+00,2.25
8565,171,2025-10-05 14:38:54.19+00,3.000000000000000
1100,23,2025-09-17 19:23:24.31+00,0.583333333333336
6758,101,2025-07-28 07:59:33.625+00,2.25
11646,123,2026-04-19 20:49:34.419+00,2.250000000000000
6725,137,2025-07-23 20:58:51.471+00,2.166666666666666
11734,69,2026-04-26 14:49:03.065+00,1.333333333333334
8249,65,2026-02-17 17:56:11.558+00,1.5
10293,54,2026-01-28 22:51:07.505+00,1
10630,0,2026-02-18 10:35:44.805+00,0.833333333333334
10568,118,2026-02-10 20:32:04.645+00,2.25
6909,115,2025-09-17 22:13:56.244+00,2.145833333333334
8249,65,2026-02-17 17:56:11.575+00,1.50
7183,123,2025-08-25 19:12:12.416+00,2.25
8516,161,2025-11-25 13:46:18.159+00,2.666666666666666
820,69,2025-08-05 14:42:04.196+00,1.333333333333332
2235,123,2024-09-27 19:32:41.821+00,2.250000000000002
9902,123,2026-01-07 22:01:35.988+00,2.250000000000000
6838,115,2025-08-07 23:37:06.741+00,2.145833333333334
2128,123,2025-10-21 17:17:37.259+00,2.25
8249,65,2026-02-17 17:56:11.592+00,1.5
7317,17,2026-03-16 23:43:54.736+00,0.583333333333334
2313,195,2024-11-20 17:49:11.33+00,3.25
2485,90,2025-01-07 18:45:24.387+00,1.6875
7242,123,2025-12-08 21:51:48.016+00,2.25
9217,115,2025-11-21 02:34:38.55+00,2.145833333333334
5381,19,2026-05-30 01:07:56.685+00,0.5
7317,17,2026-03-16 23:43:54.736+00,0.583333333333336
11463,123,2026-05-29 22:34:32.542+00,2.25
2057,0,2026-05-11 15:26:10.854+00,0.416666666666666
445,0,2026-05-04 14:30:49.498+00,0.416666666666666
5381,19,2026-05-30 01:07:56.707+00,0.5
5381,19,2026-05-30 01:07:56.748+00,0.5
10005,123,2026-01-15 20:06:24.187+00,2.25
8519,161,2026-03-24 22:09:47.136+00,2.666666666666666
261,34,2025-09-30 21:48:49.398+00,0.5
261,34,2025-09-30 21:48:49.398+00,0.5
11907,0,2026-05-11 16:04:48.62+00,0.416666666666666
11907,0,2026-05-11 16:04:48.62+00,0.416666666666666
727,123,2024-02-29 15:39:14.946+00,2.150000000000000
475,14,2025-08-31 08:49:41.508+00,0.583333333333332
475,14,2025-08-31 08:49:41.508+00,0.583333333333332
475,14,2025-08-31 08:49:41.508+00,0.583333333333332
475,14,2025-08-31 08:49:41.508+00,0.583333333333332
1061,31,2026-01-24 17:25:05.405+00,0.666666666666666
11907,0,2026-05-11 16:04:48.62+00,0.416666666666666
496,144,2026-02-03 14:03:38.068+00,2.833333333333332
9922,197,2026-02-23 01:00:43.912+00,3.25
1061,31,2026-01-24 17:25:05.405+00,0.666666666666664
6591,142,2026-02-23 20:25:43.489+00,2.583333333333334
6591,142,2026-02-23 20:25:43.507+00,2.583333333333334
10689,123,2026-03-08 16:29:34.755+00,2.25
8520,28,2025-10-01 03:08:53.619+00,0.666666666666668
8520,28,2025-10-01 03:08:53.619+00,0.666666666666666
8143,123,2025-09-23 12:13:17.224+00,2.25
8809,171,2025-10-19 07:12:41.501+00,3.0
8809,171,2025-10-19 07:12:41.501+00,3.0
9859,112,2026-01-07 14:22:43.607+00,2.25
7236,109,2025-08-15 17:20:31.288+00,2.25
1799,123,2025-07-03 19:31:30.7+00,2.25
11907,0,2026-05-11 16:04:48.62+00,0.416666666666666
1016,127,2026-02-16 23:28:15.638+00,2.333333333333334
422,5,2023-12-01 14:39:16.671+00,0.333333333333334
422,5,2023-12-01 14:39:16.679+00,0.333333333333334
422,5,2023-12-01 14:39:16.686+00,0.333333333333334
422,243,2023-12-01 14:39:16.697+00,4.333333333333332
422,243,2023-12-01 14:39:16.708+00,4.333333333333332
422,243,2023-12-01 14:39:16.717+00,4.333333333333332
422,243,2023-12-01 14:39:16.727+00,4.333333333333332
11907,0,2026-05-11 15:55:35.399+00,0.416666666666666
11907,0,2026-05-11 16:04:48.62+00,0.416666666666666
11907,0,2026-05-11 16:04:48.62+00,0.416666666666666
429,15,2024-09-19 17:22:35.577+00,0.58666666666667
11907,0,2026-05-11 16:04:48.62+00,0.416666666666666
11907,0,2026-05-11 16:04:48.62+00,0.416666666666666
8892,123,2026-01-16 17:20:31.171+00,2.25
554,31,2026-01-19 23:49:38.307+00,0.666666666666668
429,15,2024-09-19 17:22:35.619+00,0.58666666666667
9683,90,2026-01-16 17:20:51.687+00,1.583333333333334
10630,0,2026-02-18 10:35:44.805+00,0.833333333333334
10630,0,2026-02-18 10:35:44.805+00,0.833333333333334
10053,216,2026-01-29 18:16:55.879+00,3.416666666666666
9922,197,2026-02-23 01:00:43.93+00,3.25
6439,171,2025-07-08 07:39:49.95+00,3.00
9922,197,2026-02-23 01:00:43.948+00,3.25
11108,0,2026-04-30 16:56:17.334+00,0.416666666666666
475,101,2025-07-28 16:22:34.844+00,2.25
2537,31,2024-11-08 16:11:27.627+00,0.666666666666666
9942,29,2026-02-21 20:43:26.172+00,0.666666666666666
10584,123,2026-02-13 17:14:40.455+00,2.25
9858,123,2026-02-23 13:23:39.773+00,2.25
5456,69,2025-04-21 16:55:26.161+00,1.333333333333334
11224,54,2026-03-18 19:38:07.645+00,1
445,0,2026-05-04 14:30:49.498+00,0.416666666666666
11224,54,2026-03-18 19:38:07.663+00,1
9114,118,2026-02-11 19:13:23.682+00,2.25
8057,156,2025-09-17 19:09:10.232+00,2.666666666666666
470,0,2026-05-01 00:11:16.645+00,0.416666670000000
3955,118,2025-03-26 22:04:29.121+00,2.25
8506,133,2025-09-30 08:35:16.173+00,2.583333333333334
8506,133,2025-09-30 08:35:16.173+00,2.583333333333334
8506,133,2025-09-30 08:35:16.173+00,2.583333333333334
8506,133,2025-09-30 08:35:16.173+00,2.583333333333334
8296,28,2025-09-27 01:53:25.983+00,0.666666666666666
2354,34,2026-03-09 21:03:33.731+00,0.666666666666666
8608,105,2025-10-08 06:13:04.997+00,2.145833333333334
10253,11,2026-01-25 13:26:38.082+00,0.333333333333334
6996,63,2025-08-07 00:18:07.432+00,1.270833333333332
8296,28,2025-09-27 01:53:25.983+00,0.666666666666666
7613,123,2026-05-22 18:33:21.215+00,2.25
11659,143,2026-05-27 20:48:13.095+00,2.583333333333334
2514,181,2024-11-22 22:09:34.733+00,3
11268,72,2026-03-22 21:02:17.206+00,1.333333333333334
11963,123,2026-05-19 02:25:53.556+00,2.25
9831,0,2026-03-21 15:08:39.112+00,0.416666666666666
11867,238,2026-05-08 04:29:48.917+00,3.75
1142,109,2024-07-25 15:46:51.625+00,2.246666666666666
1800,123,2024-08-20 21:49:48.896+00,2.246666666666666
10255,14,2026-01-25 14:01:11.881+00,0.416666666666666
11867,238,2026-05-08 04:29:48.917+00,3.75
9831,0,2026-03-21 15:08:39.112+00,0.416666666666664
9831,0,2026-03-21 15:08:39.112+00,0.416666666666666
1656,109,2024-07-31 15:42:18.825+00,2.246666666666666
9831,0,2026-03-21 15:08:39.112+00,0.416666666666668
9831,0,2026-03-21 15:08:39.112+00,0.416666666666664
451,167,2023-12-11 20:36:13.516+00,3.000000000000000
819,123,2024-04-08 15:11:11.473+00,2.25
10225,123,2026-03-18 19:48:58.76+00,2.25
1111,123,2024-10-16 18:41:09.758+00,2.250000000000000
822,107,2024-09-19 15:20:14.971+00,1.996666666666666
2162,43,2024-10-10 20:03:43.249+00,0.916666666666666
2313,195,2024-11-20 17:49:11.37+00,3.25
943,116,2024-06-04 19:21:57.903+00,2.249999999999998
1327,176,2025-01-10 17:03:53.039+00,3.00
9831,0,2026-03-21 15:08:39.112+00,0.416666666666668
6583,0,2026-04-08 14:33:07.681+00,0.416666666666666
2101,0,2026-05-11 15:24:18.649+00,0.416666666666666
2057,0,2026-05-11 15:26:10.854+00,0.416666666666666
641,109,2025-08-18 14:02:20.583+00,2.250000000000000
7746,28,2025-09-28 12:56:46.43+00,0.666666666666666
827,31,2024-12-03 14:23:47.776+00,0.666666666666668
523,123,2024-02-14 19:35:28.797+00,2.149999999999997
6397,31,2026-03-18 20:52:38.603+00,0.666666666666666
4416,123,2025-10-09 14:57:07.573+00,2.250000000000000
470,0,2026-05-01 00:11:16.645+00,0.416666666666666
470,0,2026-05-01 00:11:16.645+00,0.416666666666666
470,0,2026-05-01 00:11:16.645+00,0.416666666666668
9376,0,2026-03-05 03:07:39.69+00,0.416666666666666
2265,94,2024-10-21 20:34:39.488+00,1.833333333333332
4898,109,2025-11-26 16:39:10.392+00,2.25
9376,0,2026-03-05 03:07:39.69+00,0.416666666666666
8952,236,2025-10-27 14:50:49.168+00,4.166666666666670
8002,58,2025-10-25 14:23:55.852+00,1.083333333333334
8952,11,2025-10-27 14:50:49.477+00,0.416666666666666
8952,11,2025-10-27 14:50:49.477+00,0.416666666666666
8952,11,2025-10-27 14:50:49.477+00,0.416666666666666
8952,11,2025-10-27 14:50:49.477+00,0.416666666666666
7001,123,2025-08-06 23:34:21.604+00,2.25
8283,106,2025-10-11 14:52:20.157+00,1.916666666666666
8952,236,2025-10-27 14:50:49.168+00,4.166666666666668
8952,236,2025-10-27 14:50:49.168+00,4.166666666666668
8952,236,2025-10-27 14:50:49.168+00,4.166666666666670
429,15,2024-09-19 17:22:35.556+00,0.58666666666667
10114,43,2026-02-03 20:07:19.143+00,1.083333333333332
2063,116,2025-09-30 15:04:25.607+00,2
1165,136,2024-11-21 21:42:55.925+00,2.33333333333333
10007,123,2026-01-25 18:47:32.897+00,2.25
10584,123,2026-02-13 17:14:40.473+00,2.25
516,115,2024-01-09 18:26:44.891+00,1.89
445,0,2026-05-04 14:30:49.498+00,0.416666666666666
4708,31,2026-02-07 17:50:29.191+00,0.666666666666668
4708,31,2026-02-07 17:50:29.191+00,0.666666666666668
2382,123,2025-01-13 14:35:08.845+00,2.25
8150,45,2025-09-18 23:14:26.263+00,1.00
2212,41,2025-05-19 17:02:44.027+00,0.833333333333334
1184,51,2025-09-30 12:10:34.171+00,1
7746,28,2025-09-28 12:56:46.43+00,0.666666666666666
9060,34,2025-11-03 11:04:41.68+00,0.75
9060,34,2025-11-03 11:04:41.68+00,0.75
9060,34,2025-11-03 11:04:41.68+00,0.75
9376,0,2026-03-05 03:07:39.69+00,0.416666666666666
6526,51,2025-07-08 20:35:34.423+00,1
1287,90,2024-05-31 19:33:05.802+00,1.58
6838,115,2025-08-07 23:37:06.753+00,2.145833333333332
7439,115,2025-08-25 18:03:53.538+00,2.145833333333334
8254,123,2025-09-23 00:53:28.028+00,2.25
953,81,2024-05-08 05:59:20.995+00,1.190000000000001
8269,123,2025-09-22 20:46:42.37+00,2.25
1279,167,2024-06-25 21:06:41.266+00,3
9060,34,2025-11-03 11:04:41.68+00,0.75
7001,123,2025-08-06 23:34:21.616+00,2.25
9506,123,2026-01-09 00:21:57.752+00,2.249999999999998
9506,123,2026-01-09 00:21:57.735+00,2.250000000000000
6427,102,2025-07-16 17:34:59.797+00,2
9376,0,2026-03-05 03:07:39.69+00,0.416666666666666
6603,123,2025-07-15 21:20:11.309+00,2.250000000000000
8015,96,2025-11-12 10:03:39.745+00,1.666666666666666
8015,96,2025-11-12 10:03:39.76+00,1.666666666666666
2116,190,2024-09-12 13:40:28.448+00,3.416666666666668
6847,123,2025-08-05 20:47:35.413+00,2.25
5376,118,2025-04-28 17:17:52.111+00,2.250000000000000
1184,51,2025-09-30 12:10:34.197+00,1
7119,118,2025-08-12 20:43:56.697+00,2.25
948,276,2025-07-16 17:12:30.951+00,4.25
8809,48,2025-11-16 06:44:06.433+00,1.000000000000000
6603,123,2025-07-15 21:20:11.295+00,2.25
8269,123,2025-09-22 20:46:42.37+00,2.25
1669,167,2024-07-23 14:11:11.176+00,3.000000000000000
5380,0,2026-05-29 13:06:39.258+00,0.416666666666666
5380,0,2026-05-29 13:06:39.258+00,0.416666666666666
5380,0,2026-05-29 13:06:39.258+00,0.416666666666666
6657,176,2025-07-17 19:36:32.479+00,3.0
1100,27,2025-11-18 16:51:32.82+00,0.583333333333334
5380,0,2026-05-29 13:06:39.258+00,0.416666666666666
1100,27,2025-11-18 16:51:32.82+00,0.583333333333334
7011,138,2026-01-30 21:29:11.464+00,2.583333333333334
8597,240,2026-05-07 14:30:49.799+00,3.75
8182,181,2026-04-27 21:14:44.022+00,3.000000000000000
11867,238,2026-05-08 04:29:48.917+00,3.75
8182,181,2026-04-27 21:14:44.001+00,3.000000000000000
5380,0,2026-05-29 13:06:39.258+00,0.416666666666666
1100,28,2025-11-18 16:52:03.06+00,0.666666666666668
8818,69,2025-10-20 17:39:33.122+00,1.333333333333334
2063,116,2025-09-30 15:04:25.62+00,2.000000000000000
1669,167,2024-07-23 14:11:11.185+00,3.000000000000000
8538,181,2025-10-04 16:27:39.683+00,3.00
7954,78,2025-09-16 18:33:09.379+00,1.416666666666666
820,69,2025-08-05 14:42:04.217+00,1.333333333333332
832,123,2024-04-23 14:35:25.976+00,2.25
9239,113,2025-11-20 12:45:17.249+00,2.25
9239,113,2025-11-20 12:45:17.249+00,2.25
1100,28,2025-11-18 16:52:03.06+00,0.666666666666666
10654,106,2026-02-22 16:25:51.482+00,1.916666666666664
9647,122,2026-04-02 13:51:49.398+00,2.166666666666666
9376,0,2026-03-05 03:07:39.69+00,0.416666666666665
9502,127,2025-12-03 22:42:11.758+00,2.416666666666663
9768,123,2026-04-01 16:06:06.769+00,2.25
2578,181,2025-12-29 13:27:53.045+00,3.0
11344,181,2026-04-09 14:20:38.482+00,3
