Id,LocationId,Status,ServiceStartDate
11858,11,LEAD,
10623,66,LEAD,
517,11,TRIAL,2024-01-14 00:00:00+00:00
5253,68,CHURN,2025-04-27 00:00:00+00:00
1731,41,CHURN,2024-08-01 00:00:00+00:00
11265,121,ON_DEMAND_SUBSCRIPTION,
722,41,CHURN,2025-02-19 00:00:00+00:00
784,4,COLD_LEAD,
206,7,CHURN,2023-08-20 00:00:00+00:00
783,17,TRIAL,2024-06-23 00:00:00+00:00
5448,11,CHURN,2025-08-10 00:00:00+00:00
8075,114,LEAD,
88,4,CHURN,2025-10-12 00:00:00+00:00
1104,7,COLD_LEAD,
11303,121,LEAD,
421,7,TRIAL,2023-12-03 00:00:00+00:00
463,11,CHURN,2023-12-24 00:00:00+00:00
2540,60,COLD_LEAD,
1443,42,FREEMIUM,
507,16,FREEMIUM,
6541,65,LEAD,
435,7,CHURN,2023-12-10 00:00:00+00:00
2074,55,LEAD,
580,17,TRIAL,
11393,119,WARM_LEAD,2026-04-05 00:00:00+00:00
12006,9,RECURRING_SUBSCRIPTION,2026-05-26 00:00:00+00:00
1651,11,CHURN,2024-07-28 00:00:00+00:00
3678,65,FREEMIUM,
5682,76,FREEMIUM,
8077,114,LEAD,
3608,66,RECURRING_SUBSCRIPTION,
82,4,CHURN,2023-08-13 00:00:00+00:00
8104,114,LEAD,
8081,114,LEAD,
1766,11,COLD_LEAD,
7558,114,RECURRING_SUBSCRIPTION,2025-10-20 00:00:00+00:00
3688,65,FREEMIUM,
3533,65,FREEMIUM,2025-03-02 00:00:00+00:00
3705,65,FREEMIUM,
230,11,CHURN,2025-03-04 00:00:00+00:00
11456,195,TRIAL,
1123,48,FREEMIUM,
3717,7,COLD_LEAD,
3947,16,LEAD,
5606,16,LEAD,
11359,195,LEAD,
567,5,TRIAL,
6101,64,LEAD,
3641,65,FREEMIUM,
9731,1,WARM_LEAD,
723,41,TRIAL,2024-03-11 00:00:00+00:00
1740,10,LEAD,
8082,114,LEAD,
1717,11,COLD_LEAD,
2792,64,TRIAL,2025-01-11 00:00:00+00:00
8083,114,LEAD,
10,1,CHURN,
253,11,CHURN,2026-03-01 00:00:00+00:00
21,1,CHURN,
8084,114,LEAD,
8085,114,LEAD,
3609,47,FREEMIUM,
226,11,COLD_LEAD,
124,4,CHURN,2023-07-23 00:00:00+00:00
8086,114,LEAD,
399,11,CHURN,2023-11-26 00:00:00+00:00
8088,114,LEAD,
5195,64,WARM_LEAD,2025-03-30 00:00:00+00:00
386,4,CHURN,2023-11-12 00:00:00+00:00
581,17,CHURN,2024-10-07 00:00:00+00:00
315,1,CHURN,2023-09-17 00:00:00+00:00
168,7,CHURN,2023-08-06 00:00:00+00:00
114,6,CHURN,2024-04-07 00:00:00+00:00
7604,48,WARM_LEAD,2025-09-09 00:00:00+00:00
4,1,CHURN,
8089,114,LEAD,
8090,114,LEAD,
11859,153,RECURRING_SUBSCRIPTION,
8092,114,LEAD,
8093,114,LEAD,
3607,49,FREEMIUM,2025-03-09 00:00:00+00:00
6275,51,LEAD,
5400,16,LEAD,
8095,114,LEAD,
1700,49,ON_DEMAND_SUBSCRIPTION,2024-09-03 00:00:00+00:00
3194,7,COLD_LEAD,
5348,75,LEAD,
35,1,CHURN,2023-07-16 00:00:00+00:00
5449,64,LEAD,
8096,114,LEAD,
949,47,FREEMIUM,2024-04-24 00:00:00+00:00
3174,65,FREEMIUM,2025-03-09 00:00:00+00:00
12008,140,WARM_LEAD,
5,1,CHURN,
5607,14,LEAD,
2652,53,FREEMIUM,
5683,49,LEAD,
396,11,CHURN,2023-11-19 00:00:00+00:00
526,17,ON_DEMAND_SUBSCRIPTION,2025-12-24 00:00:00+00:00
6409,64,TRIAL,2025-07-01 00:00:00+00:00
5401,16,LEAD,
657,17,CHURN,2024-05-15 00:00:00+00:00
3692,65,CHURN,2025-04-30 00:00:00+00:00
1790,51,CHURN,2024-08-20 00:00:00+00:00
417,4,TRIAL,2023-12-03 00:00:00+00:00
2670,63,FREEMIUM,
11432,140,WARM_LEAD,2026-04-07 00:00:00+00:00
11860,117,WARM_LEAD,
3637,65,FREEMIUM,
431,15,CHURN,2024-11-12 00:00:00+00:00
3703,65,FREEMIUM,
9732,17,LEAD,
3687,65,FREEMIUM,
724,41,CHURN,2024-07-10 00:00:00+00:00
529,5,COLD_LEAD,
9567,11,LEAD,
2617,4,COLD_LEAD,
1449,11,CHURN,2025-10-19 00:00:00+00:00
689,7,COLD_LEAD,
725,41,FREEMIUM,
708,41,FREEMIUM,
1489,17,FREEMIUM,
3610,66,LEAD,
889,41,FREEMIUM,
3170,65,FREEMIUM,2025-03-10 00:00:00+00:00
1768,17,FREEMIUM,
1105,41,TRIAL,
1124,48,CHURN,2024-05-13 00:00:00+00:00
8097,114,LEAD,
8098,114,LEAD,
388,11,CHURN,2023-11-12 00:00:00+00:00
508,5,CHURN,2023-12-31 00:00:00+00:00
3640,65,FREEMIUM,
3948,16,FREEMIUM,
5349,75,LEAD,
1421,42,RECURRING_SUBSCRIPTION,2024-09-04 00:00:00+00:00
806,42,CHURN,2025-01-12 00:00:00+00:00
1452,42,FREEMIUM,
3733,7,COLD_LEAD,
3179,65,FREEMIUM,
941,47,FREEMIUM,
1402,48,FREEMIUM,
418,11,CHURN,2023-12-03 00:00:00+00:00
11629,195,RECURRING_SUBSCRIPTION,
4375,17,FREEMIUM,
12009,92,WARM_LEAD,
528,16,FREEMIUM,
1401,48,FREEMIUM,
824,44,FREEMIUM,
1482,48,TRIAL,2024-10-06 00:00:00+00:00
5608,14,LEAD,
9775,4,WARM_LEAD,2025-12-28 00:00:00+00:00
5745,66,LEAD,
926,10,COLD_LEAD,2024-04-14 00:00:00+00:00
858,16,FREEMIUM,
10626,140,WARM_LEAD,2026-02-15 00:00:00+00:00
340,11,CHURN,2023-10-01 00:00:00+00:00
2579,63,FREEMIUM,
1008,11,COLD_LEAD,
909,4,COLD_LEAD,
958,7,TRIAL,2024-04-21 00:00:00+00:00
900,17,ON_DEMAND_SUBSCRIPTION,2024-04-07 00:00:00+00:00
3652,65,FREEMIUM,
11861,169,LEAD,
775,41,TRIAL,2025-01-30 00:00:00+00:00
1422,42,FREEMIUM,
978,1,LEAD,2025-09-14 00:00:00+00:00
78,4,COLD_LEAD,2023-07-16 00:00:00+00:00
193,7,COLD_LEAD,2023-08-13 00:00:00+00:00
530,16,FREEMIUM,
5213,17,ON_DEMAND_SUBSCRIPTION,
636,4,COLD_LEAD,
7621,114,LEAD,
990,47,FREEMIUM,2024-04-11 00:00:00+00:00
8099,114,LEAD,
7495,104,TRIAL,2025-11-19 00:00:00+00:00
1011,7,TRIAL,
5021,15,FREEMIUM,2026-05-26 00:00:00+00:00
357,4,CHURN,2023-10-22 00:00:00+00:00
5458,16,LEAD,
876,4,CHURN,
980,48,TRIAL,2024-05-19 00:00:00+00:00
8100,114,LEAD,
690,7,CHURN,2024-03-04 00:00:00+00:00
8103,114,LEAD,2026-05-29 00:00:00+00:00
8101,114,LEAD,
11397,171,LEAD,
9733,66,LEAD,
10165,144,LEAD,
3956,56,CHURN,2025-04-24 00:00:00+00:00
8102,114,LEAD,
890,44,FREEMIUM,
9863,92,WARM_LEAD,2026-01-11 00:00:00+00:00
11424,123,LEAD,
11404,7,LEAD,
1125,48,FREEMIUM,
570,16,FREEMIUM,
3689,65,FREEMIUM,
521,1,CHURN,2024-01-14 00:00:00+00:00
283,4,CHURN,2023-09-10 00:00:00+00:00
1088,44,FREEMIUM,
3611,66,RECURRING_SUBSCRIPTION,2025-10-20 00:00:00+00:00
985,48,FREEMIUM,
1403,48,FREEMIUM,
7761,119,LEAD,
995,47,FREEMIUM,
9776,11,LEAD,
11546,60,LEAD,
848,16,RECURRING_SUBSCRIPTION,
2618,1,TRIAL,2026-01-18 00:00:00+00:00
5350,75,LEAD,
812,5,COLD_LEAD,
800,5,COLD_LEAD,
3553,65,FREEMIUM,
1015,17,TRIAL,2024-07-07 00:00:00+00:00
2636,56,FREEMIUM,
11630,76,RECURRING_SUBSCRIPTION,2026-04-26 00:00:00+00:00
3612,66,LEAD,
3656,65,FREEMIUM,2025-03-28 00:00:00+00:00
11427,75,TRIAL,2026-04-06 00:00:00+00:00
859,7,COLD_LEAD,
860,7,COLD_LEAD,
106,6,FREEMIUM,
727,17,RECURRING_SUBSCRIPTION,2026-01-28 00:00:00+00:00
522,11,TRIAL,2024-01-14 00:00:00+00:00
177,7,COLD_LEAD,
936,41,CHURN,2024-04-28 00:00:00+00:00
188,7,COLD_LEAD,
849,11,TRIAL,2024-03-31 00:00:00+00:00
195,6,FREEMIUM,
90,4,TRIAL,2023-12-03 00:00:00+00:00
197,7,COLD_LEAD,
5403,17,LEAD,
726,41,TRIAL,2024-03-10 00:00:00+00:00
9349,66,RECURRING_SUBSCRIPTION,
10627,114,LEAD,
7543,114,WARM_LEAD,2025-08-28 00:00:00+00:00
8107,114,LEAD,
553,11,CHURN,2024-01-21 00:00:00+00:00
1304,1,CHURN,2025-01-05 00:00:00+00:00
80,4,CHURN,2023-07-16 00:00:00+00:00
8109,114,WARM_LEAD,2025-12-14 00:00:00+00:00
8110,114,LEAD,
11862,11,LEAD,
3552,65,FREEMIUM,
96,1,CHURN,
186,7,TRIAL,2026-04-26 00:00:00+00:00
8111,114,LEAD,
5196,60,TRIAL,2025-04-06 00:00:00+00:00
1719,4,COLD_LEAD,
1023,11,WARM_LEAD,2024-04-21 00:00:00+00:00
3554,65,FREEMIUM,
3556,65,FREEMIUM,
3702,65,FREEMIUM,
3618,65,FREEMIUM,
2545,61,FREEMIUM,
12010,77,LEAD,
5684,76,FREEMIUM,
1455,42,FREEMIUM,
910,17,TRIAL,
996,44,FREEMIUM,
953,47,RECURRING_SUBSCRIPTION,2024-05-17 00:00:00+00:00
965,5,COLD_LEAD,2024-04-14 00:00:00+00:00
5518,75,LEAD,
3719,6,RECURRING_SUBSCRIPTION,2025-03-11 00:00:00+00:00
826,44,FREEMIUM,
871,44,FREEMIUM,
1025,47,FREEMIUM,
986,47,FREEMIUM,
6195,14,LEAD,
7673,94,COLD_LEAD,
11437,96,WARM_LEAD,
891,11,COLD_LEAD,
1019,7,CHURN,2024-04-21 00:00:00+00:00
711,41,TRIAL,2024-02-25 00:00:00+00:00
5352,75,LEAD,
6163,17,WARM_LEAD,2025-06-08 00:00:00+00:00
3613,49,FREEMIUM,
839,11,COLD_LEAD,
222,7,COLD_LEAD,
8071,114,TRIAL,2025-10-23 00:00:00+00:00
2192,52,CHURN,2024-11-10 00:00:00+00:00
8108,114,LEAD,2025-09-21 00:00:00+00:00
8072,114,LEAD,2025-12-23 00:00:00+00:00
216,7,COLD_LEAD,
11863,111,RECURRING_SUBSCRIPTION,
819,44,RECURRING_SUBSCRIPTION,2024-04-14 00:00:00+00:00
8091,114,LEAD,
510,11,COLD_LEAD,2024-02-04 00:00:00+00:00
3634,65,FREEMIUM,
1022,42,CHURN,2024-05-31 00:00:00+00:00
625,17,RECURRING_SUBSCRIPTION,2025-12-08 00:00:00+00:00
8106,114,RECURRING_SUBSCRIPTION,2025-10-05 00:00:00+00:00
814,5,COLD_LEAD,
220,4,COLD_LEAD,
228,11,COLD_LEAD,
232,11,COLD_LEAD,2026-04-25 00:00:00+00:00
7762,120,LEAD,
777,5,COLD_LEAD,
129,4,COLD_LEAD,
8080,114,WARM_LEAD,2026-04-25 00:00:00+00:00
4489,17,ON_DEMAND_SUBSCRIPTION,
1007,11,CHURN,2024-04-21 00:00:00+00:00
131,6,FREEMIUM,
132,10,COLD_LEAD,2023-08-13 00:00:00+00:00
6164,58,COLD_LEAD,
3699,65,FREEMIUM,
5454,64,LEAD,
202,7,COLD_LEAD,2024-09-15 00:00:00+00:00
3658,65,FREEMIUM,
993,47,ON_DEMAND_SUBSCRIPTION,2024-09-14 00:00:00+00:00
6382,92,LEAD,
12,1,CHURN,
928,11,TRIAL,2025-02-09 00:00:00+00:00
1769,14,RECURRING_SUBSCRIPTION,
10628,6,RECURRING_SUBSCRIPTION,
1721,47,FREEMIUM,
12011,140,LEAD,
943,47,RECURRING_SUBSCRIPTION,2024-06-04 00:00:00+00:00
992,48,FREEMIUM,
1404,48,FREEMIUM,
5519,48,TRIAL,2025-06-01 00:00:00+00:00
5610,16,LEAD,
214,4,TRIAL,2023-08-13 00:00:00+00:00
30,1,TRIAL,2025-06-15 00:00:00+00:00
1090,7,COLD_LEAD,2025-11-24 00:00:00+00:00
9568,4,LEAD,
850,5,COLD_LEAD,
3614,66,LEAD,
8094,114,ON_DEMAND_SUBSCRIPTION,2025-10-26 00:00:00+00:00
977,4,COLD_LEAD,
1165,42,RECURRING_SUBSCRIPTION,2024-11-24 00:00:00+00:00
902,4,COLD_LEAD,
966,1,TRIAL,
9620,114,LEAD,2026-02-09 00:00:00+00:00
511,15,TRIAL,2023-12-31 00:00:00+00:00
10629,66,LEAD,
249,4,COLD_LEAD,
153,7,COLD_LEAD,2023-08-06 00:00:00+00:00
137,4,COLD_LEAD,
165,7,COLD_LEAD,2023-08-06 00:00:00+00:00
144,7,COLD_LEAD,2023-08-06 00:00:00+00:00
180,7,COLD_LEAD,
955,47,FREEMIUM,
8079,114,LEAD,2025-12-23 00:00:00+00:00
9807,114,LEAD,
7979,114,CHURN,2025-09-26 00:00:00+00:00
1006,4,COLD_LEAD,
1127,48,FREEMIUM,
9878,114,LEAD,
8504,114,LEAD,
37,1,COLD_LEAD,
7576,114,CHURN,2025-09-05 00:00:00+00:00
5255,66,LEAD,
3171,65,TRIAL,2025-03-02 00:00:00+00:00
11438,183,WARM_LEAD,
11733,117,WARM_LEAD,
11547,195,LEAD,
11631,76,LEAD,
1001,47,FREEMIUM,
135,6,FREEMIUM,
5300,42,LEAD,
33,1,COLD_LEAD,
159,8,FREEMIUM,
3920,71,LEAD,
18,1,TRIAL,
5405,75,LEAD,
4377,17,FREEMIUM,2026-06-15 00:00:00+00:00
11864,140,LEAD,
9734,17,TRIAL,2026-01-25 00:00:00+00:00
133,1,CHURN,2023-07-30 00:00:00+00:00
5611,16,LEAD,
903,11,COLD_LEAD,
746,7,CHURN,2024-03-17 00:00:00+00:00
802,16,FREEMIUM,2025-10-06 00:00:00+00:00
1745,17,CHURN,2025-10-27 00:00:00+00:00
3909,16,LEAD,
3886,4,TRIAL,
7474,114,ON_DEMAND_SUBSCRIPTION,2025-10-01 00:00:00+00:00
3936,17,RECURRING_SUBSCRIPTION,2026-03-04 00:00:00+00:00
1405,48,WARM_LEAD,2025-05-04 00:00:00+00:00
5226,15,FREEMIUM,
5520,54,WARM_LEAD,2025-06-22 00:00:00+00:00
893,5,COLD_LEAD,
9306,56,LEAD,
9307,56,LEAD,
9310,56,WARM_LEAD,2025-11-23 00:00:00+00:00
2621,17,FREEMIUM,2025-12-17 00:00:00+00:00
5686,76,WARM_LEAD,2025-05-11 00:00:00+00:00
779,41,RECURRING_SUBSCRIPTION,2025-12-10 00:00:00+00:00
1144,5,COLD_LEAD,
930,41,TRIAL,
938,41,FREEMIUM,
9118,114,LEAD,
229,11,COLD_LEAD,
240,11,COLD_LEAD,
611,11,TRIAL,2024-02-04 00:00:00+00:00
242,11,COLD_LEAD,
244,11,COLD_LEAD,
7746,114,RECURRING_SUBSCRIPTION,2025-11-04 00:00:00+00:00
203,7,COLD_LEAD,
267,5,COLD_LEAD,
10259,114,RECURRING_SUBSCRIPTION,
205,7,COLD_LEAD,
262,5,RECURRING_SUBSCRIPTION,2023-09-03 00:00:00+00:00
192,7,COLD_LEAD,
11210,114,WARM_LEAD,
256,11,COLD_LEAD,
912,15,FREEMIUM,
351,12,COLD_LEAD,2026-02-22 00:00:00+00:00
194,5,RECURRING_SUBSCRIPTION,2023-08-13 00:00:00+00:00
9308,56,LEAD,
264,5,COLD_LEAD,
251,7,COLD_LEAD,
3615,66,LEAD,
247,7,COLD_LEAD,
200,4,COLD_LEAD,
250,4,COLD_LEAD,
266,5,COLD_LEAD,
265,5,COLD_LEAD,2023-12-31 00:00:00+00:00
371,5,RECURRING_SUBSCRIPTION,2023-10-29 00:00:00+00:00
9312,56,LEAD,
171,7,TRIAL,2023-08-13 00:00:00+00:00
628,11,TRIAL,2024-02-11 00:00:00+00:00
574,13,RECURRING_SUBSCRIPTION,2024-02-11 00:00:00+00:00
9314,56,RECURRING_SUBSCRIPTION,2025-11-23 00:00:00+00:00
252,11,COLD_LEAD,
9315,56,LEAD,
11398,137,LEAD,
5612,64,LEAD,
956,47,FREEMIUM,
627,17,TRIAL,2026-04-27 00:00:00+00:00
245,11,COLD_LEAD,
2671,49,FREEMIUM,
11439,66,LEAD,
11632,133,LEAD,
5406,75,LEAD,
1407,48,TRIAL,2024-07-15 00:00:00+00:00
10630,66,RECURRING_SUBSCRIPTION,
10347,142,WARM_LEAD,
178,7,LEAD,2025-09-14 00:00:00+00:00
241,11,COLD_LEAD,2025-10-22 00:00:00+00:00
10631,94,TRIAL,2026-02-22 00:00:00+00:00
2157,56,FREEMIUM,2025-11-18 00:00:00+00:00
882,41,CHURN,2024-07-10 00:00:00+00:00
12012,134,LEAD,
301,10,COLD_LEAD,2023-09-17 00:00:00+00:00
3695,65,CHURN,2025-03-28 00:00:00+00:00
298,4,COLD_LEAD,2023-09-17 00:00:00+00:00
296,10,COLD_LEAD,2023-09-17 00:00:00+00:00
166,7,TRIAL,2023-08-06 00:00:00+00:00
271,5,COLD_LEAD,2023-09-24 00:00:00+00:00
11865,195,LEAD,
289,5,RECURRING_SUBSCRIPTION,2023-09-24 00:00:00+00:00
285,5,COLD_LEAD,2023-11-12 00:00:00+00:00
260,4,CHURN,2023-10-08 00:00:00+00:00
2676,63,FREEMIUM,
282,7,TRIAL,2023-09-10 00:00:00+00:00
2582,63,FREEMIUM,
714,11,TRIAL,
729,7,COLD_LEAD,
3720,65,FREEMIUM,
576,13,RECURRING_SUBSCRIPTION,2024-02-11 00:00:00+00:00
34,1,TRIAL,
3530,65,FREEMIUM,2025-04-02 00:00:00+00:00
3589,65,FREEMIUM,
25,1,CHURN,
747,1,TRIAL,2024-03-17 00:00:00+00:00
3593,65,CHURN,2025-03-06 00:00:00+00:00
2655,51,FREEMIUM,
3683,65,FREEMIUM,
3706,65,FREEMIUM,
9309,56,LEAD,
9305,56,LEAD,
9298,56,LEAD,
9299,56,LEAD,
9300,56,LEAD,
279,11,TRIAL,2025-07-16 00:00:00+00:00
9302,56,LEAD,
5613,16,LEAD,
3537,65,FREEMIUM,2025-07-18 00:00:00+00:00
3538,65,FREEMIUM,2025-04-07 00:00:00+00:00
3619,65,CHURN,2025-04-13 00:00:00+00:00
11440,150,WARM_LEAD,
5747,73,WARM_LEAD,2025-05-25 00:00:00+00:00
6235,42,LEAD,
2100,7,COLD_LEAD,2025-06-01 00:00:00+00:00
6165,58,COLD_LEAD,
11549,66,LEAD,
6410,66,LEAD,
479,15,CHURN,2025-11-20 00:00:00+00:00
5407,75,LEAD,
5227,17,FREEMIUM,
589,17,ON_DEMAND_SUBSCRIPTION,2026-03-02 00:00:00+00:00
3616,17,FREEMIUM,
4403,17,FREEMIUM,
456,1,CHURN,2024-10-08 00:00:00+00:00
3926,68,FREEMIUM,
3928,68,FREEMIUM,2025-03-23 00:00:00+00:00
5390,68,CHURN,2025-05-29 00:00:00+00:00
780,41,FREEMIUM,
939,41,FREEMIUM,
338,11,COLD_LEAD,
10632,77,LEAD,
749,41,TRIAL,2024-04-07 00:00:00+00:00
851,4,COLD_LEAD,
1558,49,WARM_LEAD,2025-08-04 00:00:00+00:00
333,7,COLD_LEAD,
322,10,COLD_LEAD,2023-09-24 00:00:00+00:00
3177,65,FREEMIUM,
348,12,COLD_LEAD,
6130,68,LEAD,2026-03-24 00:00:00+00:00
9549,68,LEAD,
9550,68,LEAD,
7498,118,LEAD,
3622,65,FREEMIUM,
3532,65,FREEMIUM,2025-03-21 00:00:00+00:00
842,5,COLD_LEAD,
6373,65,LEAD,
6510,65,LEAD,
730,43,COLD_LEAD,
922,4,COLD_LEAD,
1084,17,RECURRING_SUBSCRIPTION,2026-03-17 00:00:00+00:00
6186,65,LEAD,
2269,11,CHURN,2024-11-10 00:00:00+00:00
1409,48,FREEMIUM,
664,15,CHURN,2024-05-19 00:00:00+00:00
5522,4,CHURN,2025-06-09 00:00:00+00:00
6189,65,LEAD,
6188,65,LEAD,
7090,65,LEAD,
3173,65,TRIAL,2025-02-23 00:00:00+00:00
837,16,RECURRING_SUBSCRIPTION,2026-02-24 00:00:00+00:00
3535,65,CHURN,2025-06-30 00:00:00+00:00
11633,195,TRIAL,
